index;title;googleDriveId;releaseYear;size;remotePath
54;Touch My Sigil;1NSnAhaTX8_tDnFpqxb5YisyO5K77F5PI;2004;2730709;comics/oots0054.html
55;One for the Old-Schoolers;1vLu7o-9sBjZG9JKTQxdnPXMZZIjOnU80;2004;2509807;comics/oots0055.html
56;An Alternate Hypothesis;1P3siuTVw0OUYlaO4OAIpugswftEzJeCS;2004;2404654;comics/oots0056.html
57;Inevitable Betrayal? Check.;1onhbBPE-ZBew-O-xehWrPCqUCg3J4OXQ;2004;2834544;comics/oots0057.html
58;First Aid;1AI6ff7c3a_0nNw24xo0hJmvDRvdPEyup;2004;3030583;comics/oots0058.html
59;The Shot Heard Round the Dungeon;1WFBcOmVvp4Rk6dxiWLKWaA2_T5Sy_oe_;2004;2750643;comics/oots0059.html
60;Everything Comes Together;1lA-kwULlKbW61NGkaHPfjoTLkafzo166;2004;2858811;comics/oots0060.html
61;Brother Against Brother;1yIHPR1HJcUZBaYuMHSgLj8-UHa5IYRo-;2004;2416533;comics/oots0061.html
62;Heavy Metals;1xAHp0DWQHq7Y-sbn951OsmGOoHJhb5EX;2004;2356970;comics/oots0062.html
63;Together, They're Six Feet of Whoop Ass;1HSK-57Ry0LJjEi5gWSw1GzRYXG7lkxKM;2004;1790747;comics/oots0063.html
64;Transference;1F0MflYirpJElYK_AbADxEDXoXbj6msDt;2004;2454615;comics/oots0064.html
65;The Magic Words;137y0Imguq_s_tv7yxYWsC-MZ_qYMr4la;2004;2357453;comics/oots0065.html
66;Thog's Secret Weakness;1aBWPhVD8qen-49iRhKyyOqvfURtk-VtV;2004;2484852;comics/oots0066.html
67;Cliffhanger;1wMWE3dp4oEqqbWHkqq0ZTwGZqCzMWV4F;2004;2351298;comics/oots0067.html
68;Unconscience;1lGPzU40eLJiZxAcsHBNzXkj_FNYVZ9QU;2004;2308303;comics/oots0068.html
69;Hey, It Was Worth a Shot;16pgKMqJw8iwMLcGOFdHFaqdkC9ZojOSg;2004;2624607;comics/oots0069.html
70;That's Just Mean;1ieDME4HjA2LJ3_8xIVSmV5zbimIkg4vg;2004;2860695;comics/oots0070.html
71;Career Girl;1KLHpa5g23-0HhDExkNNpJwo4LE6GU70_;2004;2861501;comics/oots0071.html
72;Loose Ends;1xT2-pV4vRyAXuuU0wCXtwQuvc3dvDZyy;2004;2686721;comics/oots0072.html
73;Thor's Teachings;1OeYF1BBl_Wk-muSF53sulxDgfaSooYYL;2004;2363441;comics/oots0073.html
74;Back from the Pit;1z8uv2rsQbayLzLLrORhnivkoNKnlBLyg;2004;2410014;comics/oots0074.html
75;The Blame Game;1Gk-Bl5YgMQ839yfxrJTwp7deYQK3Ko5U;2004;2254135;comics/oots0075.html
76;She's a Sneaky One;10jZQmeSZBGlRCBdjunchU5UkY7ZX0WF9;2004;1850579;comics/oots0076.html
77;A Battle of Attrition;1hHYpw9r6Ugpb8MLufvMDksxQs871einE;2004;2270717;comics/oots0077.html
78;Unfinished Business;1-KXM3sq8VrBXSHpwBFKW8ACh7UnqY7Tw;2004;2521858;comics/oots0078.html
79;The Heavens Moved;1aHqiI1HGjL-5ROKuzWDqnkEH4PDITGqd;2004;2686557;comics/oots0079.html
80;Replacement Cleric;1saKgn9K06ilN0FP2ipltBG_kULJ3PFXB;2004;2481472;comics/oots0080.html
81;First Church of Banjo;12IEcQsDLsYLlQ5k1AftM_cJGxqyUrkxH;2004;2703092;comics/oots0081.html
82;Beats Pay-Per-View;1LBERyFHachi77CSxVVQzRJLpTQRIYpZf;2004;2096142;comics/oots0082.html
83;Pillow Talk;1Jkwh6PSJ0NDumdEPoyK0SmJl6Pi8y8V5;2004;2329729;comics/oots0083.html
84;Saddest. Comic. Ever.;17Djq0q41UgpW1buIEj16J-nMF3JQTn1z;2004;2256742;comics/oots0084.html
85;The Elder Puppet;1lEh7XPxAsZjzc61UG6ukWd3JiPWBofhO;2004;2489703;comics/oots0085.html
86;The Most Important Quest;1z0y2WGHTF0cs0_sqEwmwycWVn84RUCbK;2004;2337226;comics/oots0086.html
87;Bathroom Humor;1-uam_7tgsaUgfw2DWiglOs5cNAqqBGRC;2004;2411396;comics/oots0087.html
88;Getting Closer;1RrT7Cks5hVJ0lkE8HDeOrkJhERmN2pcl;2004;2034037;comics/oots0088.html
89;Invisibility: The Lazy Artist's Friend;1BigbsOuu_Xz3HobScdjTugj9CJ_kUbb9;2004;1471653;comics/oots0089.html
90;Consequences of a Failed Skill Check;1Q9Ls68gKMwR4qbFmtykoHj0UndJGk84v;2004;1969032;comics/oots0090.html
91;Proof That I am Deeply Disturbed;1QlAm2QzyD59M3MYsKhv-C-wmyrwivHPI;2004;2397109;comics/oots0091.html
92;Reading is Fundamental;193jm_41MMh5L63kAsVma-XpX9eRRGxSq;2004;2555173;comics/oots0092.html
93;Teenage Wasteland;1H_Fd9i2paxNtZ0Rx77nR9C_M_hqSv1Zk;2004;2677362;comics/oots0093.html
94;The Path to Victory;1Cnuu4xwk8i4FFAkWooQnFCW5hXYfyVil;2004;2694997;comics/oots0094.html
95;Dead Men Tell Tales;1LWCgDCEO5ZoxpKBqyGnaSfMoHgFFiGJV;2004;2236288;comics/oots0095.html
96;Gate? What Gate?;1owxYB63otYXqu6zzKngLAdBCn99YWTma;2004;2046464;comics/oots0096.html
97;Evil Plans;1LgO_yWjoXLxOxvuW-AN5kLe-_-qeLfWL;2004;2164473;comics/oots0097.html
98;Mmmmm...Tasty;1POxgpZ8f9SYxrfHCN-9Lk9vN3uCUPhBo;2004;2291069;comics/oots0098.html
99;Grilled to Perfection;1eOt5uxhNYhwwx18JNCGjYp7igNA_RIFl;2004;2087341;comics/oots0099.html
100;Teenage Boys Are CR 1;1eH1atwAbbKjUpppZ5pVgXRUg8Nv2_aus;2004;2165771;comics/oots0100.html
101;Man-to-Man Chat;1OgfCYKZkLYbLgXnzzz4nXAPsuqdZ9TXE;2004;2616193;comics/oots0101.html
102;Lowbrow is the Best Brow;1VsgdhQre2W_lWRhlazktm1nZ0AWWSm-z;2004;2064543;comics/oots0102.html
103;Practice Makes Perfect;1I5RB8bBU0yRBEXHIdnaPAQw9ESMkIQQH;2004;2096201;comics/oots0103.html
104;Dramatic Pre-Battle Speech;169eiZeG2eFHfRPpbL5u6bzdcNEcdlfRX;2004;2307382;comics/oots0104.html
105;Hordes of Xykon;17bfusdUcy2HhgGlIISbyOu9rXxQkC4Ab;2004;2115993;comics/oots0105.html
106;A Sure Bet;1kpt3poaFEgE4XhuJiztgQ8Tqi5dPD_gx;2004;2221300;comics/oots0106.html
107;Defense is for Losers;10Ht7Fa0BR2v8_4yVUXTQXnPk1alVycHm;2004;2342431;comics/oots0107.html
108;Help from Above;1xGf0q6dJYeKJ-bQOUVLls1lzngZTiQyY;2004;1453156;comics/oots0108.html
109;Tensions Rise;1-0Q6H_9Hl20KFxeue-_zkXIYPS3ANRXE;2004;1994989;comics/oots0109.html
110;Revenge is Best Served Really Cold;1N4lUpn1koRRRsUqqY0c0fxU9DCDLKysP;2004;2261520;comics/oots0110.html
111;Inukchuk!;1S7vAGzJ51N_bDi5jsZrAidDrSAcriX54;2004;2198730;comics/oots0111.html
112;Shatter;1ANovtvRDzK5S4FrvEJZ5z5ngwc_SLHvF;2004;2266684;comics/oots0112.html
113;Memories, Like the Edges of My Sword;1Nllxdcz6zD6_4MB9i7d7FGdIEQvLCg3I;2004;2034729;comics/oots0113.html
114;Exciting Climax;1Mq0Fu7_TS2Z-ZxATMrpewxfai8P5C_pM;2004;1686206;comics/oots0114.html
115;Dust in the Wind;1ZETxH6IeAPfNRAWw9tcUgpft5JHMuaKb;2004;2311775;comics/oots0115.html
116;Finding Stuff;1Rv4CviMU3ZlDNkDsMucKvG_xTY3n2KNG;2004;1845280;comics/oots0116.html
117;Delayed Gratification;11QBg5sjBoldYvV1edlF8q60urN7v5aCN;2004;1739479;comics/oots0117.html
118;They Should Childproof Those Things;1jW2i8jia45entem4JaSDx3kgjzW-l2Ek;2004;2457315;comics/oots0118.html
119;Hollywood, Eat Your Heart Out;1LnE9LnyMGTiZnu0XPe0PCb-suVJNrUw3;2004;2134473;comics/oots0119.html
120;The End of the Beginning;1XdmwYEGVBHthMzIXVqe9Ua4il5r4onxm;2004;4333277;comics/oots0120.html
121;The Return of Mail Call;15xzAmxyWMwsQV6QZ8aWjPqmFLOxyvbVt;2004;2605819;comics/oots0121.html
122;Adventurers Are Coming! Adventurers Are Coming!;1qYGltB0T-owswLFlyZCR-JfuaEEk-Cuc;2004;2127215;comics/oots0122.html
123;Double Your Entendre, Double Your Fun;1V4eNTruaXMq01eQ0GEf2ewqi8oFeraUq;2004;2396355;comics/oots0123.html
124;Ding!;1Tnf5NA4jTgvG3TLpqHYAcenGmNGmc06y;2004;2090202;comics/oots0124.html
125;Free Experience;1_L2kIQNfpBI4XpK4vCvllML49ZBBOUYd;2004;2281079;comics/oots0125.html
126;Multiclass Struggles;1DTXLdSwjDN3zIgdM-UCcmJqvTCTqsKrE;2004;2406731;comics/oots0126.html
127;New Wizard in Town;1asESx-RtlnSlSZ4yXTGQdczhGmwNnx5m;2004;2485214;comics/oots0127.html
128;The More You Know...;1_bRttDTNhQjwIqhuG-zQqfp_7jH0v2Mv;2004;2382304;comics/oots0128.html
129;Rock Solid Investment;1zL-oPFBJAu5r0VjU_wHp8R0Nv7LDGVSo;2004;2657075;comics/oots0129.html
130;Itempalooza;1-2X98gXJBr47FVtcSMJK7Xiie3nJH5hk;2004;2537301;comics/oots0130.html
131;Money Makes the World Go Round;1a31SAZFFPn0rUGbrDPc3Ks13yBusFVZH;2004;2387591;comics/oots0131.html
132;Kindred Spirits;1Q3UNfe1pFwlMX3yzJdjOu8_bRsDLVsO7;2004;2098835;comics/oots0132.html
133;Standardized Testing;1pqY8x-nss_eN2Ix3iHo-x_6b6Ybb4zHA;2004;2127138;comics/oots0133.html
134;Craft (Plotline);15AFSLDVT0lSkYo44FXibN4Zev41O2gQv;2004;2167243;comics/oots0134.html
135;Potionomics;10jtQrH902LlKxMj6kNOwccpbq2jgBen_;2004;2763834;comics/oots0135.html
136;It's Not a Gaming Session Until Someone Quotes Monty Python;1XHqWciZAgrTCBlXdgllrIuPhowezjWTf;2004;4433444;comics/oots0136.html
137;Teh Gewd Gods;1cE1dWLNx9gkrofyOUN3RNwz_tRz7RuPy;2004;2553256;comics/oots0137.html
138;Tomorrow's Technology Today;14j1MQuSqSofS2uddAAu9SJYfJcmfXvSV;2004;2139162;comics/oots0138.html
139;How to Keep the Party Together;1snT0t09dJoXj8B1cLv4fNzXWclTsRFzv;2004;2597831;comics/oots0139.html
140;My Little Pony;1Azn11Tck3S_uVZbWLnzCZZRpaRxltmUf;2005;2156244;comics/oots0140.html
141;Horse Sense;1E_2f9uJBHGsQZ_SpwX0XQ-eFgANJrnE0;2005;2707119;comics/oots0141.html
142;Misdirection and Subterfuge;1bSHbqJfpQSVKwe32BsPmN0gKFDnqCzBd;2005;2537062;comics/oots0142.html
143;Do-Over;1U8LSid88RjjMg_n0gEqYzaCib8Av4MJE;2005;2550649;comics/oots0143.html
144;Pop Goes the Weasel;1PMp6Ohjo66DYaB81ljFEVsU1BZAiPiSc;2005;2259152;comics/oots0144.html
145;Mr(s). Wizard Explains It All;1zf4BgzRz3At_tSvu4meVVN5P0JNEKyOf;2005;2520460;comics/oots0145.html
146;Role Reversal;11LSlRtmvk5RJuFZCdfpoWqyRL8HNXTyn;2005;3756655;comics/oots0146.html
147;The Light at the End of the Tunnel;1B1aZV7o7ePGsCm925Rxu6StFpfUXocJW;2005;1984069;comics/oots0147.html
148;Hobgoblins and You;1OPudv5GUrC6UsWefVXcSjE6TJXf-9SrM;2005;1984875;comics/oots0148.html
149;Cultural Differences;1HACmmhBx0AZwSoGSa6gfXk7HFCW4GNY1;2005;2296139;comics/oots0149.html
150;A Comic as Lovely as a Tree;1Bh6UBqp_KuT47ZJI1yWq1wIy0O5x-3tx;2005;2190178;comics/oots0150.html
151;Learning Experience;1QaNuSeVrSr51CpTvZUv3EtbCmHeX3pIK;2005;2467763;comics/oots0151.html
152;Arrow Time;1s6Dtl-exmYdNnR-lvnxDvrHPGi2-H123;2005;2376688;comics/oots0152.html
153;Priorities;1jHTiPxZEikZhSo5so33gKqQ9z3C2JR6B;2005;2368225;comics/oots0153.html
154;One Bird with Two Dozen Arrows;10YUAst6_aWEZ9uvFieJjtz-JHOn9z6I_;2005;2221555;comics/oots0154.html
155;Time is On My Side;1vA3d-ucxFCRO1mYfWYq3n_mJSNNqLWsz;2005;2266959;comics/oots0155.html
156;Cunning Escape;1xsqDleoEeqhrBUyntbCQhxUjUAB97dkd;2005;1878247;comics/oots0156.html
157;A Lesson in Leadership;1n_YiP0qUpyYF38SxBaKw3fLrZOO4ZRih;2005;2170903;comics/oots0157.html
158;The Economics of Banditry;1rwuApsUnsyA6x3jnMgSsA3O5Yz3wZPRm;2005;2702854;comics/oots0158.html
159;Plotus Interruptus;11ks7JHGfDGurofwUZU-Ug2O34dCvhQs-;2005;2513064;comics/oots0159.html
160;The Jell-O Pit Wasn't Available;1cltsztf6K7zE6Jomifqr7W8AKETd8cIh;2005;2638359;comics/oots0160.html
161;Captives;1oav5nmmyX5WTn7fPnwb7XZhmT1kOHRK3;2005;2326462;comics/oots0161.html
162;Soliloquy;1rLh-4X9DnmMeaDAswyZNr0G5uwvL1m80;2005;2254267;comics/oots0162.html
163;A Man, A Dwarf, and a Kitty;1y5B2akhmgfQ-x0VJ8sG53UQ8vtYte1Z9;2005;2019994;comics/oots0163.html
164;Here He Comes, To Save the Day!;1nysujtsjLEZOfZk9qL3UE6V4l9Hsk4cI;2005;1915481;comics/oots0164.html
165;Hangin' Around;1Z2ModC-02F5HraZ2RAMbiHPj3Ha4vvs6;2005;2561230;comics/oots0165.html
166;Wolverine, Eat Your Heart Out;1nB5FcykwuzHi24M9JDClkDBdO_S65Zcb;2005;2315915;comics/oots0166.html
167;Don't Question the Color of the Bag;1-aYSIsJTim-14iUZYKOArji68OClaoh9;2005;1939810;comics/oots0167.html
168;Running on Empty;1JZJ2kFmhvlvhDXmohn00DpzmcVpM_mLV;2005;2573753;comics/oots0168.html
169;The Enemy of My Enemy is a Tree;1LwWamFyo-y1WN-A0T9XvPX3JScuxT-0c;2005;2397412;comics/oots0169.html
170;He's Still a Dwarf at Heart;1RRvNAoWU1qqOwx6_0DpGSBcRCHFwUsPt;2005;2497492;comics/oots0170.html
171;The Prisoner Dilemma;12gYs39FWUB1Q5ej55PuAxJ4LXpKg8UIp;2005;2527214;comics/oots0171.html
172;Cure Moderate Hurt Feelings;17_arBS6u7zeQCoeSEnS1QKBTKd0M4Pjb;2005;2480643;comics/oots0172.html
173;It Is Always Exactly Where They Intend It to Be;1Vu7A-DUTtWOORZfEEhyouryhvR2dKwV5;2005;2389195;comics/oots0173.html
174;Interlude of Dooooooom!;1kobrrpldAzvLIc4CXs5rzQaOiXhjD7nT;2005;2115769;comics/oots0174.html
175;Darn You to Hex;1K4OA8_6tPSYrwATKGZaV9pVO0cRdWxEh;2005;2030727;comics/oots0175.html
176;Leaping Lizards;1gCaFf35O_P5P_jz8Ltk24i6esEOHACZ5;2005;1947897;comics/oots0176.html
177;Ch-ch-ch-changes;1hzGYvoXUDn28MVxBkRL1azbAWHrTypaw;2005;2404861;comics/oots0177.html
178;The Early Bird Catches the Wizard;1AiJP8V3F6m8veyTlZiOFX215CaGj-YdY;2005;2105924;comics/oots0178.html
179;Liar, Liar;11Va1MicfAnQOE3FID89Vcv6D9fbMjbzu;2005;2270980;comics/oots0179.html
180;Falling for You;1L3gNtEclLKNuWyIlh3H3nYA6DYXwrB2f;2005;2440194;comics/oots0180.html
181;Cursing the Darkness;1NSmftKs_SJF_tfenUXeoC-3UDiLSBqUJ;2005;1425806;comics/oots0181.html
182;Probability;14TifQGwuCIEfN5nFAQ_zdrzMCG9wIXse;2005;1885584;comics/oots0182.html
183;Spit and/or Swallow;17XxrWVFPEn0e1QqauvnKkQ6COVWQ7Ccy;2005;1961380;comics/oots0183.html
184;Hawaiian Love;16DhPXSeslDoqT_IE0WD66kc6aRDy86zR;2005;2222808;comics/oots0184.html
185;The Time Killers;1mYd834FuwUI1UAWLxlJmEsAA1GK1X5TL;2005;2208879;comics/oots0185.html
186;Return of the Elf;1AAWi2XFs2cihlmBSuilbGlPyfk9fXnvJ;2005;2324693;comics/oots0186.html
187;Love At First Sight;1O5SC3geCJo1K5nMMNjUz6Nj9xxKcijsc;2005;1772392;comics/oots0187.html
188;A Matter of Perspective;1rh3bHzT5AFX1DEWuNXO9DZndSECzAfHN;2005;2063961;comics/oots0188.html
189;Tied Up Nicely;1unBDvpZXTbNZlMPhp2i3P5aFyXdR0nWr;2005;2424987;comics/oots0189.html
190;A Lesson in Resource Management;1dot_MBkXnq8G5nz2d8dQQ-3Mh5c9on53;2005;2143628;comics/oots0190.html
191;Dungeon Real Estate;1---8-u5L0xLimzd7rIkRrFRu8AHfSMsE;2005;2083223;comics/oots0191.html
192;Everything Sits Better on a Ritz;1JowmlvdhPvfU9dsS7NCDhE1KoXHOVkhZ;2005;2200849;comics/oots0192.html
193;Because Good is Dumb;1R6U-pkcXYFIEgRS42pDmsqRVXMbyc91y;2005;2177501;comics/oots0193.html
194;You Light Up My Life;1DSZYCEJ2MsKAkFMaobHLRlV6pnrqhHYc;2005;1951962;comics/oots0194.html
195;Book Nook;1RmSWhPk7riiDns5W37RnhxNXkvGy2mqD;2005;2419135;comics/oots0195.html
196;The Diary;1CoqBzcs5czNSwMif0a4WzTb_Pry_59OG;2005;2495001;comics/oots0196.html
197;A Change of Scale;1PRACiKxAEHvTQFCD8IeMbwdRRH7WgWEa;2005;2082038;comics/oots0197.html
198;The Great Kazoo;1nllXFtXwvbnkmnIOg0HB8U1v6zUB3O-S;2005;2693112;comics/oots0198.html
199;It Was a Dark and Stormy Night;14_OeOVV4EnA_Aem3um2c4L4_KShTb046;2005;2773641;comics/oots0199.html
200;The Confrontation;10azn95QUiDpbcuJyUBBamoLaxHcuzc4B;2005;12620282;comics/oots0200.html
201;Seeing Signs;1yCbAbdDFx2YTmagmYKPEXJP34uxO7A5S;2005;2951018;comics/oots0201.html
202;Scanning...;1sWI_bKTLmdkp99EOaGUlEhQrenrS9f4u;2005;2577760;comics/oots0202.html
203;Just the Facts, Ma'am;1C-jli9mLLtMBysVuiElrw4ruYgM-rPVU;2005;2752510;comics/oots0203.html
204;What's My Motivation?;1-wtLOKvGsi1DTTkMLOd9q0VrV_yDH9cn;2005;2743614;comics/oots0204.html
205;A Is Always A;1OVXg--BBqboRKjmYUjsvTFl7SOoufhLY;2005;2643365;comics/oots0205.html
206;Hidden Benefit of Being an Adventurer;1oWT4K1pM4RX2M_Z2dm9yWMB7xdpvnvbR;2005;2694317;comics/oots0206.html
207;Now If Only We Could Organize the Fiends Somehow;1GXyQ3YeE8hJzKyUlWh_N7wwEgYNJEQZr;2005;2694788;comics/oots0207.html
208;A Battle of Wits;1Y2s1ln9jQOIghZiXOCGM9Bd2kU6z-NBn;2005;1968417;comics/oots0208.html
209;Multiclass Discrimination;1JW4sjSnLrzLaegOSLhVFl-u0XQa7V_sS;2005;2766518;comics/oots0209.html
210;Displaced Persons;11prXU9rJ2rXfkVg0OSgL_e_LeWGUZlgq;2005;2590608;comics/oots0210.html
211;The Hook;1DaELTK4Z-e9zM4ydCwoo0prmijJHJ-5Q;2005;2406436;comics/oots0211.html
212;Dirt Farm;136q1grCaBX_TiKhC5zMWDdSUrWFCAyZ-;2005;2638811;comics/oots0212.html
213;The Man Knows His Limitations;1PoJut-vnlLDO9Pyyb4zEVTU0UnFePUUw;2005;2872193;comics/oots0213.html
214;No Plan Survives Contact with One's Allies;1apryxKEDfOUX64AmVidC0Jz52qG9uu2O;2005;2563657;comics/oots0214.html
215;Taking Charge;1rbhSH2JIjJLrN-en1uozJL5HuZPUE58f;2005;2669001;comics/oots0215.html
216;Perfect Combo;12aX3sAW2nVdLQ8vZRUbxFexKkuxFcnVp;2005;2232196;comics/oots0216.html
217;Now in Ogrevision!;1DogW1b_MftiFUQ466FyhylBVRgYyu6gq;2005;2452607;comics/oots0217.html
218;OD&D;1Wb6JrSiOCuBCZeJn_lzBI6JjjNx98D1-;2005;2095502;comics/oots0218.html
219;No Joke Too Cliched;1kMNMDnn72MjVm0yI_UN6pLesfN_jiLXC;2005;2227017;comics/oots0219.html
220;For a Reasonable Fee;1B2s1DFM5Qhq9kejXir9tc3LZD80rRz04;2005;2634977;comics/oots0220.html
221;Recycling Works;1p1f-jlFEPoCM-w2QMMxW5BksL7HjrGA9;2005;2377862;comics/oots0221.html
222;A Blissful Marriage;1EjkL0R11DIwGUkAOssrCea0w2d73So1d;2005;2600317;comics/oots0222.html
223;Love, in the Abstract;1JkVL6jlDpjhK1kNauehQS2Zsm0WhKfbS;2005;2717748;comics/oots0223.html
224;Groggy, Groggy, Groggy;1nt2Sh2EBR0R_YjkekWYlv9EYJ4gj59jr;2005;2625231;comics/oots0224.html
225;Checking In;19PQudx-4wzOgHNcVdKRH9Ea1Fm8trwMl;2005;2561001;comics/oots0225.html
226;Who's On the Throne?;1fleHVK59XPo7toy6MS6ri1E_gmT_ewRR;2005;2740936;comics/oots0226.html
227;AR&R;10UFNiLYHDC7XLk7w2Ri7oZyRKy52Ku9m;2005;2702571;comics/oots0227.html
228;Unlawful Good;1m0m5EusTCTEXQN-pTiKZbgZaVU1UVSbu;2005;2446137;comics/oots0228.html
229;No Offense, Aaron;12qQv6BUadFOmeaC8FP3spv6Hm8F9c3uA;2005;2246106;comics/oots0229.html
230;The Law Strikes Back;1OZpQSUhFOGz-FRbonOIGkz7MfeL7R0SK;2005;2052487;comics/oots0230.html
231;From the Mouths of Babes;1EkaQcFZnuA66eZxWAje5A_X1dMXlNj-U;2005;2690246;comics/oots0231.html
232;Because They Got Lonely in the Bag;1Z5fWV8mp6N6fnIVGpSWVZ3KcirWrIEsq;2005;2538165;comics/oots0232.html
233;No Thread Left Untied;1Qn9RE0-hjKwbB4QCAwnO8ppINYfDN-oJ;2005;2245057;comics/oots0233.html
234;The Ultimate Sacrifice;1rWY5M5YJJe3BlUnU_jSWuowOUcq-78Lo;2005;2339522;comics/oots0234.html
235;Oddly, He Can Still Get Dressed in Under a Minute;1y2U9T3tmjtIHjGkH-bWx1rJk-U79JZ2f;2005;2330537;comics/oots0235.html
236;Mean Girl;1mvsIITOoP3ScUn1baoFvg7lA5yVeFEsU;2005;2240525;comics/oots0236.html
237;Growing Some;1gkQkTeqZuSq98EwrhMOPkdpf2hXvholW;2005;2786307;comics/oots0237.html
238;You Try Rhyming 'Assassin';1mXIeJML_0UZG_xnmjtMR8bp7YxAbvtXa;2005;2346747;comics/oots0238.html
239;Roy's Angels;1HN0BGE6T_2VmJ4IDsvKuduG7zQvyEx44;2005;2306583;comics/oots0239.html
240;Next on Fox: When Whores Attack!;1DdbIjjKAE6CSO7yNOklcdT_cIt6w8kpd;2005;2385950;comics/oots0240.html
241;Talking Down;1_JS9ynulXQGsesE8ATG6S2s_gmXdXFH0;2005;2165746;comics/oots0241.html
242;Chekov's Law Realized;11asdWvgnsdPg0Tc5bxdaofb0sxob5EzT;2005;2011204;comics/oots0242.html
243;No Flair for the Dramatic;1eg72PTMKP7KngeoqWGkyI8JcmkOX6MCI;2005;2543202;comics/oots0243.html
244;What? It's a Legitimate Magic Item;1hfyWMUx-p22uE2FUt8myBpg8w7jT54bA;2005;2465402;comics/oots0244.html
245;Easy Come, Easy Go;1TRzElWWaHSJm8pfF8y61rCBnagwItLsb;2005;2403455;comics/oots0245.html
246;Rumors of Her Death;1TkCC20JZlc0CWejnAa6xH2P8B1YkfEDr;2005;2554835;comics/oots0246.html
247;It's Just Aphasia She's Going Through;1-8s90Dmj0k8puJLjYjfa0F9MpDeZw7nR;2005;2688417;comics/oots0247.html
248;Blame the Hormones;1C3g67opvGZrm7De4NA6m9ZlU-Yg8t_U2;2005;2445301;comics/oots0248.html
249;Return of the Trouser Titan;1-p_CGm0pQ0-48V8heQ_S4WozADLrofir;2005;2537820;comics/oots0249.html
250;Oh no, he DIDN'T!;11BUnfmIJpgGpo5wugWhBeostpVKmMI5-;2005;4139919;comics/oots0250.html
251;A Piece of His Mind;1LpWzMdx7AGJhqx5mx36XZuPG0F4EVL0y;2005;2704547;comics/oots0251.html
252;Linear Storytelling;1sst0qTMCp4RKgBi5BQcr3jthJ7MJEwof;2005;2411549;comics/oots0252.html
253;Larry Gardener and the Angry Half-Orc;1BNDHKzyXPTwTJMEoxdzhEfi6qhFKp0DG;2005;2597392;comics/oots0253.html
254;Half the Elf, Double the Fun;1LIiobycN4yrrJ_1MDuLimMlutzNVK7O4;2005;2825902;comics/oots0254.html
255;Meep meep!;1Q_TMWGPNqNSMp7yyDYaBiiBNxQfOwjfn;2005;2555440;comics/oots0255.html
256;Six Degrees of Evil Separation;1tUbyUZlUDq_m7q3jlnFFhdmebvO9ZIwv;2005;2521086;comics/oots0256.html
257;POW!;1dU7AiPaQbV1wXhJeOcFoioHqp0v9yAA5;2005;2510055;comics/oots0257.html
258;I Think That Violates the Geneva Convention;1yXTeKg3S5YFhI99BvC89E__Slu3Q5bTY;2005;2764596;comics/oots0258.html
259;Son of Mail Call;14UMyAIv0IeDbmBFFfuxpnEWqGObWPg55;2005;2298452;comics/oots0259.html
260;The Prison Blues;1f57E9Lj9L9-tbpsUR3hbNSjLcnPjQNAN;2006;2742983;comics/oots0260.html
261;I Smell a Solo Adventure;1qbxpHGb1ptVnVW_SD_GLHGgZaH_7WnnJ;2006;2427124;comics/oots0261.html
262;All You Need is Love and Improvised Thieves' Tools;1UiHaG7MBeWQ2a4jji4Gc3BWZdcqtrZkL;2006;2846555;comics/oots0262.html
263;The Great Escape;1LI6YX7GSTQkbWwVtlYDb1xIVrrHtUeJq;2006;2838436;comics/oots0263.html
264;I Cannae Tell a Lie;1PKCFnsdorcBtAOsYSndLZMKjCQ1rPyQz;2006;2694194;comics/oots0264.html
265;A Tale of Two Paladins;1WBRj1WS9Cd8QP_W3HrWi8UfmjWAj_hrm;2006;2422231;comics/oots0265.html
266;Guessing Game;18bCRIurapDa8Hobr3sDS9jl6XU27em_J;2006;2562743;comics/oots0266.html
267;The Cat Behind the Throne;1d1Cs1XhRFhtUYJB0_C3-PssLMUrJqKs-;2006;2796043;comics/oots0267.html
268;The Lawyers Strike Back;11SAK8884zLZGH6ZGMsatG3v1B3wu_kQl;2006;2754161;comics/oots0268.html
269;A Familiar Face;1wexypPlewVhxE_7PsuJ2eYuJvENUl3Gi;2006;2851129;comics/oots0269.html
270;Dueling Egos;1IlblcNYhhFL_qlXdRPrHswvlJDuepRNr;2006;2279350;comics/oots0270.html
271;The Prosecution's Case;1gLyhSMHxDHclEqU4eAcoPz9jiBs9X0hl;2006;2011681;comics/oots0271.html
272;The Big Secret;1kFZgr6RcQ25L0CAbMX0583Q3XoG7vwx3;2006;2626292;comics/oots0272.html
273;The Crayons of Time: Doodles on the Sketch Pad of Eternity;1KzIZ7D0HTR5OxQ9dp2qm15coxRcUSIjR;2006;6964818;comics/oots0273.html
274;The Crayons of Time: The Snarl;1-avkCE3u82l-xs-pokUuZzsJMWnjbTrC;2006;6676950;comics/oots0274.html
275;The Crayons of Time: World 2.0;1qZOapJgBCdsnlHZDSI2os4Sw6NupBYIP;2006;6523044;comics/oots0275.html
276;The Crayons of Time: The Order of the Scribble;15lPTT2BInTSSK-irpp2RzFdQC1Ff6oM1;2006;7133085;comics/oots0276.html
277;The Crayons of Time: Breaking Up is Hard to Do;1VwImtJ9iDExFAP3o3tWbVm8KSLQYgPeZ;2006;11073027;comics/oots0277.html
