index;title;googleDriveId;releaseYear;size;remotePath
504;That's a Surprisingly Common Reaction;1eL_ujqzqAx5eL7xBh157hSNz0od9UUTr;2007;2821516;comics/oots0504.html
505;...Or We Will All Stick Separately;1H5eIufTUS6TGw-gs3r2XePX8f9bjPeA8;2007;2944347;comics/oots0505.html
506;Flanking Crush;1hvkPtuzfdxFEswPscWtbGPGbTBcGVBdD;2007;2726542;comics/oots0506.html
507;Fantasy Troll-Playing Game;1UaHNPxJf3179FCIilA7pHFdLKAegNJYZ;2007;2960164;comics/oots0507.html
508;Sure Beats Flatware;1OKdfJDMhtoJcW7c9P1y6qTSo7XTnb3PX;2007;2819070;comics/oots0508.html
509;It Has Flowers, Hearts, and a DC 30 Lock;1siTwrYBdjwlflc2PaLF8Y1qNZKkButN6;2007;3018419;comics/oots0509.html
510;Killer View;1RcHDMIJ78ICOlzgXTiun-Ojm_AD1ud8L;2007;3298521;comics/oots0510.html
511;Guerillas in Their Midst;162XzqrUVInABByrXce2jJpXgIJFEgh4l;2007;4516503;comics/oots0511.html
512;They've Had Time to Train, Too;1T4-6hb0fkqdd1RhG24k9MHDmC5Kiy9OD;2007;2558966;comics/oots0512.html
513;Security Deposit;1t6-GWUc2iYckCca0wRbbjoqlX28GY5KS;2007;2514671;comics/oots0513.html
514;Elan Would Be So Proud;1-MpqyEPRWxTevKecx7U_9s5D0vyF5qSw;2007;2404980;comics/oots0514.html
515;A Momentary Experience;16Jo8MBHvw7E5mkNQPFJos6wacxATM14x;2007;2409028;comics/oots0515.html
516;Turning Azurite, I Think I'm Turning Azurite, I Really Think So;1XtDXgs6dbs0RfsMX9XMmD5b18N6GeApI;2007;2798906;comics/oots0516.html
517;Probably Best to Choose at Random;1MWFfqSfuokO5O1Lj6xIP7AEUdBEnO1u_;2007;2277025;comics/oots0517.html
518;At Least It Wasn't the Fourth Wall Again;1Y-MXCJ_0xDxQMOgaD1jX-6IFy2K1HsPc;2008;2594909;comics/oots0518.html
519;Nightmare on Blue Street;1PctVJF-HmFleHDUxU2BUV8SAgD2zhFTq;2008;2337119;comics/oots0519.html
520;The Power of Immediate Gratification;1DYGyHVxx9NQGcVTK4yIteeW2WYzb2p-o;2008;2647211;comics/oots0520.html
521;Remorse;1MDUXfB2pKLQygksWjQYJebAC02vjprMb;2008;2843742;comics/oots0521.html
522;We're Doomed If She Finds the Map Key;1FF9M1spxK0I4Y-FWfwMdQB4GWhAZmBre;2008;2059204;comics/oots0522.html
523;Orders That Won't Stick;1LRzcTxMwzEWcMCa42Qwp3Tb4p_mC0FcE;2008;2779064;comics/oots0523.html
524;Pretender to the Throne;1TyEpT7knfnrpjLxbQ2DO8mt90WZdpRFX;2008;5192172;comics/oots0524.html
525;Look More Closelier;1w-1AhbVMC0lXvXGEYcPChc3fz_EjK12X;2008;2695893;comics/oots0525.html
526;He's Just Pine-ing for the Fjords;1O0fwSXbZu3hdwpLxhY9lW1BXL82yaFnl;2008;2910705;comics/oots0526.html
527;Pep Talk;1eHZ4p-a325p0G7FMntfH8uv8c62Hz9zz;2008;2957723;comics/oots0527.html
528;The Ghost Screamer;1irtWQ6TN6WzwkmJLw_pckmcgPiNIYjE9;2008;2937685;comics/oots0528.html
529;The Summons;1VaOgclkxsfhU4-VZ_1zJ1nZo25y5Q4FO;2008;3114027;comics/oots0529.html
530;Regarding the Speed With Which One Removes Band-Aids;1cpA4uz4Uy3qYtPiOUpxiL-jCFu-1Yzx4;2008;6544503;comics/oots0530.html
531;Wake Up Call to Action;17fOZxxA2Aqgf4Y5Az8ZwbQrEJO01DrIC;2008;6498214;comics/oots0531.html
532;The Exposition Fairy;15avxuMQLaX_mnBhk4cV1onjfdcN8mvZn;2008;5834179;comics/oots0532.html
533;Open to Multiple Interpretations;1Bulg-Py-x3jww-jCkNVwh-Lc7tWOFJ5X;2008;5891665;comics/oots0533.html
534;Medium Creatures;1joZq0PKwOzGh6zplSRCdBaueerUCgR9u;2008;3065275;comics/oots0534.html
535;The Cat Stays in the Picture;1R3YuZHV8v7lx9N1k86kNNzA_8Lk9FDMF;2008;2681532;comics/oots0535.html
536;A Brief Tribute;1iTe_3b1d9Gui0oS1Nyj5JwZs-rsoSLes;2008;2504670;comics/oots0536.html
537;What Do You Think Comes in a Disguise Kit, Anyway?;1yQzNODxla3Tv0PQmRLdlY4fiahmtHMUV;2008;3209689;comics/oots0537.html
538;Fiend or Foe?;1hi_lT1Xgu1l5YmyPlN0AsJiAXPiaWuCJ;2008;3136909;comics/oots0538.html
539;Well There is That "Saint" Prestige Class;13LCpyVIrHcdlAV7KLSqOupxpopvZ3e61;2008;3153166;comics/oots0539.html
540;Melts in Your Mouth, Not on Your Alignment;1FOy213R5p3dKo-anu9gliD7zhu3q1r93;2008;3019673;comics/oots0540.html
541;He's a Gamblin'...Thing;1x-nG-wQpth2C6sD-7zpR4uq-Ze4J3Q0t;2008;1732829;comics/oots0541.html
542;In Azure City, Shark Jumps You!;14DMKRGtja_ZbgCgl_3neJCmgwn5cvjVN;2008;3438224;comics/oots0542.html
543;Shhh! Principal's Coming!;1rVAxxhDTOtbnd-LHW18IAnPoTKFJt93Y;2008;5173612;comics/oots0543.html
544;A Lot at Stake;1qIrrSfnePQVpgpCNELm348m_rTxIM52o;2008;2945854;comics/oots0544.html
545;Someone Should be Wearing Safety Goggles;1EW29NwUADpdgyXaqd9QJ26ursWDUQmMQ;2008;3014391;comics/oots0545.html
546;O-Chul's Razor;15zxtaxdMXXLxZqL5dr8ZZuhf4C7lVptH;2008;2981336;comics/oots0546.html
547;Endurance Feat;1xXJg8DKCGOTNyyuM_is62bSbaGEAYOi6;2008;2918946;comics/oots0547.html
548;His Most Despicable Act Yet;1YG_GbFanasS_7Cgk1GSBfuenOg_hWboN;2008;2957237;comics/oots0548.html
549;Grueling Ordeal;1t6qQFrwrV7FYEyl-v11qa48Ij-fsLNyR;2008;2509022;comics/oots0549.html
550;#ERROR!;1rCSC2YrFbRi4wONkIdUvA30F8sVlhP69;2008;2673420;comics/oots0550.html
551;Slow and Steady, My Ass!;1iJswc848ONrZr2f0vWp0udZkAMtueBui;2008;1967237;comics/oots0551.html
552;And Yet the Turtle Got Away on His Own;1Sy1k5dswjdcrwv4PUT-E6qq5mn1KqtWi;2008;3031281;comics/oots0552.html
553;Diplomacy is a Beach;1OSODEzGlk7GhvtfWCeHYystPB4FFVI80;2008;2835896;comics/oots0553.html
554;You're No Help at All;1eFc3A4bIIEO3HF1dqWV4Gam2uecPTMmB;2008;3153565;comics/oots0554.html
555;Half-Dragons Are Even Worse;1wiCJhgYj23az_ifFSPZvOwu9Zftlu1H4;2008;2987467;comics/oots0555.html
556;Nuthin' But Net;1fN8byBBxEGVpKw3m7vurtUy9stmYWsRU;2008;3297776;comics/oots0556.html
557;The Puppet Mistress;1IDh2oLySaexcyk6eDU6Tsyv_eytsu4xx;2008;3105470;comics/oots0557.html
558;Sort of Like a Reverse Psion;1xSDftx-RjNmDz8zhN33sq6QaFm2-GeFN;2008;3089972;comics/oots0558.html
559;An Introduction to Comparative Theology;1pZY56p4CTjREaOzbHovOOxnbmExDa5SV;2008;2936842;comics/oots0559.html
560;Meanwhile, His Teammate Was in Rhodes;1XntIgrE8jvN4OlqLFF1P2t4Qf_i_v2LE;2008;2770291;comics/oots0560.html
561;Pop Idolatry;1tXlyF_WaZ-0xUwEfZTK080gpE6Jk7eBo;2008;3041313;comics/oots0561.html
562;Heroic Fantasy;1EzcDcbTQipoz2k3B2999FvtRho2Q28lm;2008;2803790;comics/oots0562.html
563;Air Mail;1EUN8n50eA-eJXTcw2ZKhFS5h3zwKmUjf;2008;3024647;comics/oots0563.html
564;It's What's For Dinner;16R7L5iQkMsP8-T1mY6FMAfcjK18jw9Ss;2008;2785707;comics/oots0564.html
565;The Test of the Memory;15X8NzWBxm7OK5Dx8yJpc7Bn6--8qqi5w;2008;2708543;comics/oots0565.html
566;One for the FAQ;1axixIqV8gI2-UpMMBl4aI-YqNa70zg3k;2008;3001655;comics/oots0566.html
567;The Simplest Explanation;1q1qAigIcR-AUYM1YP-vqCinRVmez6G0K;2008;5271665;comics/oots0567.html
568;A Sign That You Have a Problem;1S5oscDDiKq34DYfHUSurABzJaAO5ntBb;2008;2511504;comics/oots0568.html
569;Justice Can Be a Messy Business;1WxS0DOA5IsUbCG_OlVWtfA7_RaeGGZak;2008;2655568;comics/oots0569.html
570;Clean Slate;1iT861nmg7yHjH-uyNI-CwH615xYSCQ1I;2008;3319575;comics/oots0570.html
571;Return Engagement;1HFtYdXaLX8J6_1U-cTxi86E8M2knmvwr;2008;2707669;comics/oots0571.html
572;The Resistance of Memory;1vVp2f7juMIVrMxgiHKLoE8s1T79CDt4T;2008;2882670;comics/oots0572.html
573;Slumber Party;1elPwIb1LDDSjfxc8fqCsTVh5N9dMUikh;2008;2377720;comics/oots0573.html
574;A Seller's Market;1Usk5kkoRobnHVtS2l-libjAdXbdNaKrp;2008;2700394;comics/oots0574.html
575;I Think They're in One of the Rulebooks, Right?;1yA1eI4h7VbeozcYwk5Id8OPERERf3iFB;2008;2983724;comics/oots0575.html
576;Construction Workers;1P6j9tabZEx5DoB6JCaK_3lKhcoUm7V0v;2008;2778152;comics/oots0576.html
577;You Can Take the Rogue Out of the City...;1rzF73n33FtJBEckH0FYHUNE60Exkt2lJ;2008;2979063;comics/oots0577.html
578;A Slick Getaway;1tXtKe-rcSfYBt-o9DsEmFqlYMN9gcLtR;2008;5805094;comics/oots0578.html
579;What They Need is a Writ of Habeas Corpus;16i5sc4nd_jBGBjMNHOwXZPu0Mrx4tdjv;2008;3290130;comics/oots0579.html
580;Hey, I Need to Sell Them Somehow;1lkSjpJmLKH_DNA6ntYQ336jhZkTvxPLb;2008;3005671;comics/oots0580.html
581;A Sight for Sore Eyes;1igXuSHaY59hCb1d4Rwb60ZoSSPuHxNeC;2008;5786946;comics/oots0581.html
582;Moonlight Rendezvous;15QzTukByT7gpn60RTdglKVoZ9E5S_vCD;2008;2677518;comics/oots0582.html
583;Love's Sweet Sting;1RxQCqA0tx5aOM3vevnQ8Kc8kSHKVZ0w2;2008;2731681;comics/oots0583.html
584;Improbable Causes;1wm2Tyt7yBGk-ppPP-1LOIpPeT1vnowfx;2008;5530017;comics/oots0584.html
585;Immaterial Components;1IW2i6nV8zwkvoI3GxWaZChWOrLjnXydC;2008;2353306;comics/oots0585.html
586;No Encounter is an Island Unto Itself;1nTsUWuRCiYngFZ28R9cQkXFksU5J2cID;2008;2635292;comics/oots0586.html
587;What to Expect When You're Expecting Assassins;1s02fMgH4LnA2YrNUsPvU7MxxFCMFdLDA;2008;2430244;comics/oots0587.html
588;His Name Probably Helps, Too;13JgQYZfA8r5hyX3ykvRW0t7WpYUaIk6D;2008;2662670;comics/oots0588.html
589;Entrance Qualifications;1SGULnqzI3HP4JIFnlxB1BuLQF5nKeCGY;2008;2791231;comics/oots0589.html
590;Role Reversal;18GeXN34cH6FEGLemeqCUGcEOYKRWryfP;2008;2967005;comics/oots0590.html
591;Antipathy for the Devil;1lLiz2MJ9PInDCcU3EBG0iwgN_ocCJKDp;2008;4471616;comics/oots0591.html
592;Stuck in the Middle;1e4BOjxI9W9qR1rV06zEhQ9ZiBCQSYR2j;2008;5287805;comics/oots0592.html
593;Another Choice;1f89M6ErM_la8we0kGmezZyan9db_GP3o;2008;4801671;comics/oots0593.html
594;Rock the Boat;15cgaFvdKiDwOsED-HHc_SOw5OLPWQU2q;2008;2244681;comics/oots0594.html
595;Trial of the Century;1qCKZMsPrwqO1dp2isTiGbBMF8C10e4rY;2008;2234252;comics/oots0595.html
596;Convenience Story;1R4tS-VrUDnRFWL2Dm970QzZZ0-CfH89y;2008;2905585;comics/oots0596.html
597;Threat Assessment;1YAiltPtf6OG_RC4MScJY7flrw94HsFR9;2008;2861453;comics/oots0597.html
598;To Say a Few Words;1irjhFlEWRi00sGQl_2CPI3XlsbhrUfLi;2008;3034565;comics/oots0598.html
599;Separate Ways;12l4y3o7nhlvgOPc_0mVGq8JsNrza7ISV;2008;5230520;comics/oots0599.html
600;Headed Down;1xJZqrgDv44dEYolNaZjjnNAZh6w-s1rX;2008;5320557;comics/oots0600.html
601;She Obviously Doesn't Have the Endurance Feet;1WnmONUsz9RBiK6o9mJ9q5-20bVjXjHWR;2008;2815337;comics/oots0601.html
602;Clerical Temp;1OL23cmGI0EFMjqWA7Qu8_AVhfN3ikOGM;2008;6362533;comics/oots0602.html
603;Familiarity Breeds Piercing Damage;1AceRC5KM9a8F7SkrvDD-xpURlcc_tInP;2008;3246982;comics/oots0603.html
604;Bailout Plan;1IpIPlpvhfpSO1nVFL1sRnL7CcJUbpY8Q;2008;3338397;comics/oots0604.html
605;Return of the King;1X3nWA3bko-oqb45J4UQP7mG-WOeyeV-F;2008;2902001;comics/oots0605.html
606;The Philosophy of Chaos;1HFjOZtYIBlVkFSJCJHrybiPiha8UY7i5;2008;3301858;comics/oots0606.html
607;Gherkin Her Chain;1Hwwx5nlY4NT4o0jpGyN4nu01dQYUK_q5;2008;2512574;comics/oots0607.html
608;Mean Girls;1OrauoxVtsCD2aGooBKtqQsBLyfJREXPu;2008;2261630;comics/oots0608.html
609;It Takes TWO Thieves, Actually;1nBFZdxsrrwrB53YN-5oWBiTRWopAJyt4;2008;2667064;comics/oots0609.html
610;You're It;1FRaFFUBMbgIXE0rJi7IyZ50Ly8Fip1gF;2008;5624743;comics/oots0610.html
611;None Left Standing;1Ca5vJkS0xkJ54jYUguzmfLe27-s2NuPy;2008;5012207;comics/oots0611.html
612;Technically, the "Fish" Version is a Subset of This One;1wzeGOUePAaLPloQVuzoal2ZqgSd8CtRV;2008;2809619;comics/oots0612.html
613;I Need a Hero;1JAl7Lb2VqkgRQhtm1jbfzJH8OQfWawor;2008;2859865;comics/oots0613.html
614;A Cut Above;13VS4pkl3BIL0TQcP4KNi9njO-10-6sWh;2008;2966820;comics/oots0614.html
615;It's a Real Life-Saver;17U31uceEpU1AFizqkFsOzJ5mSaiZe4ND;2008;2708329;comics/oots0615.html
616;An Opponent or Rival Whom a Person Cannot Overcome;1k3KxdAxgUOM4BJ3FXqSbsmE7xRbIxo5N;2008;2417370;comics/oots0616.html
617;Power Meeting;1Q0gb_EoLnWerfiS5qJozxjF_HhK54tIY;2008;3394913;comics/oots0617.html
618;Flank Cut;1ARW6kW6Bo2niXAZumPHEhl9JGvbDkzJl;2008;2685522;comics/oots0618.html
619;Wow, That's a Spicy Meatball!;1cf5mfjkWzxTA8atzgTFyn0-RDM4rl_Z-;2009;3275540;comics/oots0619.html
620;Probably About an "8";13O_wdGyL5klCJRowfxeqMBnLOw28s9H4;2009;3416390;comics/oots0620.html
621;At Least There Weren't Any Cryptograms;1mxhznXyDhbI-Mr5P5KjNMQ88HJIvFnao;2009;3210110;comics/oots0621.html
622;Don't Hate the Player Character...;1vyyVZ-LuFVRmeaDLK8zf-4EKLJBuzoYi;2009;2630663;comics/oots0622.html
623;Running Away;1bzX64P24Nj4zPctKEKzYYjaHDTqXYSEH;2009;2635806;comics/oots0623.html
624;This Happens to Telemarketers All the Time;14-Ahm9yhsTQWIQWibk4WE2rAmlBdq1-c;2009;2403959;comics/oots0624.html
625;Bargain Hunter;173QFTzPJRu3l6FptjD3o4EVyZG81AU7b;2009;2701689;comics/oots0625.html
626;Good to the Last Drip;13HGYFDjgEDC_tKDQ2ein09fv5k7QSr3t;2009;1823169;comics/oots0626.html
627;Power Outage;1_ueROvfMeWudQdVqtuKGmVWYtJXffpdL;2009;2277169;comics/oots0627.html
628;Every Parent's Worst Nightmare;1CTLYZBx7atDIFhfzlijwqbw6lfXdP5hV;2009;3924974;comics/oots0628.html
629;One Chance;12I2JB-JHxpwuHBFRv1rGC7OpQKPGMT3f;2009;3414109;comics/oots0629.html
630;Shoot the Messenger;1Cvvzlz3G-phR7HuIB1Ja6gFMFeM-FedL;2009;2845369;comics/oots0630.html
631;Who Doesn't Get Ten of These a Week?;11YNoiOgBC7H6-2aBDDriyCshEnCLjV8q;2009;2532774;comics/oots0631.html
632;My Three Fiends;1NbwVE6lhBzvnv2uux-JYEtldWk_G3oXg;2009;2498505;comics/oots0632.html
633;Where Do You See Yourself in Five Million Years?;1I4vLFw8DdTU1v5Jpu12PwP85KUR8sOpG;2009;4149358;comics/oots0633.html
634;The Wrong Reasons;1d2nxcdmOHiUKn9xerVk9DN6dVbuU5R5p;2009;5345435;comics/oots0634.html
635;I See a Red Robe and I Want to Paint it Black;1O6OjiNSCwas5BJA84prTexjTNIPMRwHI;2009;2303341;comics/oots0635.html
636;Shattered, Shattered;1hmkLLCHdufJtcVb9IuHDOKjqdjuhSpsS;2009;2072076;comics/oots0636.html
637;It Only Shows Reality Programming;1G9yLJ6zmHO35Kdi1p3yVyllrdvTqSfuz;2009;2502578;comics/oots0637.html
638;A Dragon's Victory;1UyM4QiAF244HTVFxTWXXW-IMfj1zfqJq;2009;2744088;comics/oots0638.html
639;If They Pull a Knife...;15Iaz02o18R4CiBKn_v7tVnOHSuvFHpgf;2009;5530633;comics/oots0639.html
640;Madness;1mvbsN5fAYb26Dceec279W-q8u4E98aF8;2009;2405635;comics/oots0640.html
641;For Every Action;1D0pgruAMbv5gmLAXsa-6xM3OSiODHsvQ;2009;2415995;comics/oots0641.html
642;Choice;1jjVNLbqCO-PKK4J5mristX9mhUKT5lmn;2009;2501786;comics/oots0642.html
643;A Wizard Did It;1KJVeJ4fF7lk5zRPPgLKYOF645ITcCkZP;2009;4635187;comics/oots0643.html
644;An Unsung Legend;1CivTEBKN8vxrIGhUFy-ZRW5Oj0l-GjfY;2009;3004940;comics/oots0644.html
645;It's Where the Cool Kids Swim;1BUCm1ZBR10zvxJyAAFb8btVX6HKIOnei;2009;2834597;comics/oots0645.html
646;...And It Feels So Good;1plI4XlJuiO7j_9uh6erXnGGtNUVC7wP_;2009;2662625;comics/oots0646.html
647;Be Prepared;1FeJyKv0P2KVsD95o_eRuIWCbice3ANS6;2009;2805564;comics/oots0647.html
648;A Dish Best Served With +1d6 Cold Damage;1usiXU96z8AlJeTDJnJUk2uAGogyudKbZ;2009;2818493;comics/oots0648.html
649;It's a Shame She Didn't Grab That Script While She Was There;14Q-T67vXHPxy1HRrN-Lfq_DJKbaih4lG;2009;2919352;comics/oots0649.html
650;A Lot Can Happen in Ten Minutes;1H_o901AFEmWoKwZCABaJ5cZgVDjWbiOe;2009;2864270;comics/oots0650.html
651;Two Eyes in the Dark;1M3YLpOg1rl5zDfx9scyVjHGicFA7lsVr;2009;3689497;comics/oots0651.html
652;No Respect for the Wicked;1bghOhDP3ysxc2kcUHnLdj9s-nLXF4jCH;2009;3707953;comics/oots0652.html
653;Fun While It Lasted;13HBMhSirAZQ3VuQusrg9mo2-fmUOXwII;2009;2912187;comics/oots0653.html
654;Cages (Steel and Otherwise);1XiYwL6Lj3od09Wjri-eyru3M64v8xkiI;2009;2242495;comics/oots0654.html
655;With a Critical Eye;1hitKES-l0r_7cwQ1s9joZVSVpgofRqQb;2009;1875235;comics/oots0655.html
656;It Probably Squeaks, Too;1NsaNcsL3Z9bkE222rOKRn7QtM9dyEJQH;2009;2284389;comics/oots0656.html
657;Second Chance;1hOJSb2--9Vg3yPg0Im4Ad_Gj-H4T8PM7;2009;2467372;comics/oots0657.html
658;A Bird in Hand;173fdUVBtqpJKbRYv3Z6ARKJhduakgHrz;2009;2340147;comics/oots0658.html
659;Flight of the Phylactery;1EteKi00xCYhYi6LCmUNFWPZX5bdD-YI4;2009;2551627;comics/oots0659.html
660;Lucky Breaks;1SHxzqvSYi2ysQWqmgHQrVfSNTuBK64F4;2009;2484960;comics/oots0660.html
661;The Path of Least Expectation;1s2E3oEgyXPBA-cy3klHc66hAAqzbNrEG;2009;2293257;comics/oots0661.html
662;The Price is Right;108eZk1g2h1CSrasfz1FYir9SSyLz1sWc;2009;2472755;comics/oots0662.html
663;Or Mention That He's Getting Too Old for This;1Iiadu6jrnSRoubLgvc-7f95xC9EkrTkJ;2009;2928288;comics/oots0663.html
664;Down to Earth;1yZClC4mdLY5yDxcrNKcgAEwqY6iC3pXO;2009;2757472;comics/oots0664.html
665;In the Flesh;1_IsBkNuCr7U_hzEOvlNgj_oGb1cK0OT-;2009;2366471;comics/oots0665.html
666;But Seriously, She Won't;1ym0pSliM00W4PiMltR5HBrTwlXWd-SFS;2009;2818978;comics/oots0666.html
667;Mending Wounds;1BKnzGz30OVJuYk7p4lRP6NPGeG05-zm8;2009;2776337;comics/oots0667.html
668;Moving the Pieces;1iaAOpEplmEH6i1XGobbeh14W60KRly9e;2009;2653297;comics/oots0668.html
669;Logical Conclusions;1UmMTNGS2WtuJCoXBCdFOdYwUIuKY7zwT;2009;2975456;comics/oots0669.html
670;The War Council;1xK-Ve6Dy8-M3kEy9IuBtGQRVd1wtQamr;2009;5372314;comics/oots0670.html
671;Also, She Needs Her Clothes Back Now;1QDBFMnBEW5TXpC-ko4QuV8a0Rl7s72h2;2009;2977863;comics/oots0671.html
672;A Familiar Conclusion;1ldr1anPqw78dI7DXT8lYLM8FiIEXRWK5;2009;5225554;comics/oots0672.html
673;Too Slow;1A8D8Z2rKdoEEg1vfwNV1IjcPODAEf8ys;2009;2501926;comics/oots0673.html
674;The Elf Who Cried Raven;1lYMfDSg9GkZRNTZvSnbALfhqBteaHjEm;2009;3034096;comics/oots0674.html
675;It Costs an Armor Leg;1u-qzvuQu4e_yq6AWWChv4NX8e3LS3s1K;2009;2969928;comics/oots0675.html
676;There's More Than One Way to Fail a Listen Check;15mob_r66IaMQ91993Ycl5Y8ixVBJqqBS;2009;2711617;comics/oots0676.html
677;This Never Happens to Jiminy Cricket;1pUZShwz7VpY9QKdoHwcG9dsXmQcJUIH8;2009;2727211;comics/oots0677.html
678;First Step in the Process;15SaPAkguF_vR_Y-I8NIOKkjKYonkuBc0;2009;2419611;comics/oots0678.html
679;Oh, Right, That Other Problem...;1nqr6fbK_jB2DlYu0u14W1LEOkkO9lvOu;2009;2546293;comics/oots0679.html
680;That's Why It's Called a Running Gag;1YuRklYeFp0YZ-X6TY1u3JfQJVaXwnKBS;2009;2869794;comics/oots0680.html
681;All in the Family;1aIdZQcFZ6_YZGQiyO0Mb7ygrZO0v4Ove;2009;2852065;comics/oots0681.html
682;Plus, He Probably Spits, Too;1dvHFR4wmZe6zcyCqwNdl5r2-oLR7hlbA;2009;2553854;comics/oots0682.html
683;Whatever You Do, Don't Oscillate;1qttASWr01qEh9L3rez-0leIEk9VRgMDW;2009;2715056;comics/oots0683.html
684;V Was Only Waiting for This Moment to Arise;1kCGvfexDB1LWetL8eiNdh2AVVjojk-KY;2009;2668045;comics/oots0684.html
685;On Friendship;17-D73JIv0tRQifypS7ibAc8ST10yae1F;2009;2861770;comics/oots0685.html
686;Also, At Lower Altitude;1pR2wc2es62n3zJOBB8shSLh6Vmo8wNqM;2009;2119945;comics/oots0686.html
687;Actually, That's Probably You;1r-_cnls79ZNQ_AUsF3GoVC9J7LfEynAR;2009;2861874;comics/oots0687.html
688;The Comics Must Flow;1eb823SRVlb8gKT1BJIMVMZUiFuba9_G_;2009;2220110;comics/oots0688.html
689;Live Bait;1CFl5GmWBsH1dAagnmlZchCOBHGdY-DFB;2009;2669338;comics/oots0689.html
690;Riders on the Worm;1MKtmsC-9D8L8jUoM3bLPern7RxeE454a;2009;2495888;comics/oots0690.html
691;All Available Resources;1CwP1Z93mZ-pHa7_OyyUPbGSPaJivJBnD;2009;2626962;comics/oots0691.html
692;Searchin';1ckCqf50pwgi06ra-IZB_NNegt2G7eGqg;2009;1845424;comics/oots0692.html
693;Tragically, His Arms Would Be Too Short for the Lute;1xKxSBZUH2wQD04nhgdaOFrpIJRrhVKVE;2009;2838192;comics/oots0693.html
694;Poor Coordination;1HNY5Xf8cEOPpCFOOxWHKbv9NoWuIoQb1;2009;2859931;comics/oots0694.html
695;Paranoia Will Destroy Ya;1rXFW9gK6oMwWLek3SwY1c1MOm6jJkLy3;2009;2366834;comics/oots0695.html
696;Still a Long Way to Go;1Xlq8H6crhcbXXdDg2xgNDW8jSoxwYaAf;2009;2675298;comics/oots0696.html
697;Stuck in the Sand Trap;1QtQtZ2VAxEBx4NgfJQ5IUipuQaPCBrCr;2010;3085310;comics/oots0697.html
698;Stopping for Direction;1Y-0tGNOvksSExlTVlLF8fZF_QDr6NjPo;2010;5497073;comics/oots0698.html
699;Escape Clause;1upq6iuHlO3e7Cg5yLzPCnhKMxynMxcI2;2010;1900382;comics/oots0699.html
700;They Would Likely Both Disagree with That Sentiment;1cVvffWpCMhpc11gdr-W1voT7okZ8eoD1;2010;2507634;comics/oots0700.html
701;Curtains for You;1WmQvJimHR_HUmhcuwwu1WI_TOI9Rhwx8;2010;2845293;comics/oots0701.html
702;One for the History Books;1rIwbhLXL6FzdR3goPERjoJIe-qb8O8L7;2010;2931392;comics/oots0702.html
703;Meet the New Boss;1sgKH1IkITSQyJR1CIO1z2EjUOnFTQef9;2010;3026899;comics/oots0703.html
704;Dead Men Give No Speeches;1608CNlIi4CaIYcjiiGWZEOaFqm87nJY_;2010;6855262;comics/oots0704.html
705;Those Don't Take Over Until the Graveyard Shift;10C0XFJ-mB1Gj8eBhtefH2q-1nGUvZWua;2010;2508314;comics/oots0705.html
706;He's Not Even Supposed to Be Here Today;1gE3XAIKpCllqhRsmoHUcyOtCZ_fAwDU1;2010;2276378;comics/oots0706.html
707;That's Probably Why There Are, Like, 17 Types;1JSDXHkg11FRk0IsE74seFJCyot4v4bZn;2010;2772977;comics/oots0707.html
708;An Animated Discussion;1LvEsF0NOHrChFIReg1GdSv1537i9Dhys;2010;2846652;comics/oots0708.html
709;No Scry Zone;1q7wokCkB7RbCPvvYeUGRN2V99Ut8Grp5;2010;2490415;comics/oots0709.html
710;Does He Get XP for Their Buzz?;13g98c4ZhDrbulJv83XxZWVXnSRTUCDKY;2010;2455610;comics/oots0710.html
711;The Rouge's Guild;1H0aTLSQE560sKWHNjRmNkmVHWD6FmNHo;2010;2497910;comics/oots0711.html
712;Neutralize Elf;1sfhGfRUSxedBYawwnmt3xkLoc9Z6VjVe;2010;2559870;comics/oots0712.html
713;Oh, Right. That.;1nNZMH0BS6-oY2fiqL7Zr8GucKSfSW1XU;2010;2343619;comics/oots0713.html
714;This Whole Time, He'd Thought of It as the Snack That Got Away;1Vxjf2uiQUEZXUjUa2JExO_Fc-CEdGiqX;2010;2600782;comics/oots0714.html
715;Wanted;18-VToRWL3IsfeUdyfFeoaXBXpyrKoRAg;2010;2394664;comics/oots0715.html
716;She Didn't Miss;1DjMCMh0ZxHrrJlterIdEFTyil-yNRNY2;2010;2528500;comics/oots0716.html
717;No Incarceration Without Compensation;11UXP2utIuFJ6ZDXAT7JLvE7ezaS8q3-j;2010;2607195;comics/oots0717.html
718;Spring Break Never Dies;1ZeYbqkRqoswW75M2hSshPQv30qrliLIf;2010;2841691;comics/oots0718.html
719;Seat of Power;1jY6G_uOwvnc1_n1iGX3YtMY0CgLJkaHG;2010;2841195;comics/oots0719.html
720;Breakfast of Champions;1mX4HjOgsXOQ3CVpAtmsJxtEY86mRyNYK;2010;2897191;comics/oots0720.html
721;Pain Threshold;1s6gd0d1kl696XyRxeBSpoJXQyOIGuS1U;2010;3127117;comics/oots0721.html
722;Block and Tackle;1gy2HhZkv45T_XdlRny6O-dePNBeYm-Ug;2010;2605816;comics/oots0722.html
723;Generally Relative;17vVYI9-bExrn6gr54RSBzPIoOWxjyHKj;2010;2648315;comics/oots0723.html
724;It IS Fairly Spicy, However;1-gfzuCiPaRWgdmVHUuaBZFvh_el0oQUy;2010;2706058;comics/oots0724.html
